,graph_id,edge_id,num_nodes,num_edges,edge_betweenness,stress,max_deg,min_deg,is_bridge,diff_stress,diff_cross,diff_edgelength,benchmark
70,2,15,57,95,0.010594939730278075,0.7312271144006524,6,5,False,-0.4276757192938305,-6,0.003341484785600035,random-dag
71,2,16,57,95,0.04146527031865377,0.8294763386329923,6,6,False,-1.3552452653490548,-11,0.02089759996882612,random-dag
72,2,17,57,95,0.0617279806659506,0.7321506558516123,6,5,False,0.0027725794637660783,-3,0.015254733303817714,random-dag
73,2,18,57,95,0.011267752715121133,0.828485329769924,6,5,False,-0.6301215015308799,-9,0.0040230038463223705,random-dag
74,2,19,57,95,0.032043650793650784,0.7089208982771203,6,5,False,1.2678136264217983,-10,0.011888227418762498,random-dag
75,2,20,57,95,0.035829156223893065,0.7092000590179146,6,4,False,-1.1812847979560672,-13,0.014375425976594525,random-dag
76,2,21,57,95,0.03991973982575485,0.7176972385228507,5,4,False,1.0480603566878415,-10,-0.0023889435299082606,random-dag
77,2,22,57,95,0.04182852965747703,0.6835000537149132,5,5,False,0.517379599558609,-29,0.011909150552839032,random-dag
78,2,23,57,95,0.048558897243107774,0.6692671543485251,5,3,False,1.1848342141277897,-9,0.006091890263501598,random-dag
79,2,24,57,95,0.02007101086048454,0.7948403604090015,5,4,False,-0.137917972972474,-2,-0.00014122470932764752,random-dag
80,2,25,57,95,0.028999582289055956,0.6427071126745141,5,3,False,1.9172816090747062,-2,-0.01709377038410087,random-dag
81,2,26,57,95,0.05916875522138678,0.8034558062948798,6,5,False,-0.8976910743156452,-2,0.0027038922194633774,random-dag
82,2,27,57,95,0.04269005847953217,0.6997239266089268,5,5,False,-0.925836015540483,-15,0.014413773452758849,random-dag
83,2,28,57,95,0.060776942355889714,0.6540130584060074,5,2,False,-20.793608099638732,-4,0.11556163695765911,random-dag
84,2,29,57,95,0.02567579663444325,0.6857118012071298,6,4,False,-0.8767312231294966,-6,0.0031534646421406687,random-dag
85,2,30,57,95,0.08039593030194533,0.6042377270903585,6,5,False,0.44135132559389945,-1,0.0003243277721777793,random-dag
86,2,31,57,95,0.03505340732784341,0.6292383048828093,6,3,False,0.0009014173147079418,-1,-0.003509541063492272,random-dag
87,2,32,57,95,0.05460675498269483,0.6020011548823135,6,2,False,-16.297377808850086,-4,0.08438651519795967,random-dag
88,2,33,57,95,0.03724937343358395,0.7882313414821289,4,3,False,-0.9375211024396606,-1,0.00801776450678754,random-dag
89,2,34,57,95,0.03862781954887218,0.6912117090273884,3,2,False,-10.104109561297264,-23,0.05208476431465553,random-dag
90,2,35,57,95,0.057593388232485984,0.5954513642753941,5,4,False,-8.87449005906629,-19,0.05672660617807529,random-dag
91,2,36,57,95,0.05969984485022078,0.6107579887853719,4,2,False,-23.27042995585751,-2,0.11851841257266649,random-dag
92,2,37,57,95,0.08129699248120302,0.6635267904653156,5,3,False,-9.976189389632708,-5,0.04927895173394503,random-dag
93,2,38,57,95,0.06013023630504834,0.6351960120650026,5,3,False,-0.2220362732738863,-20,0.015309510766766066,random-dag
94,2,39,57,95,0.0589703425229741,0.6984968597703706,5,3,False,4.464327448697617,-25,-0.01710515182830985,random-dag
95,2,40,57,95,0.025179764888411508,0.8383360437079338,5,4,False,-0.544999053113969,-9,-0.0013630069315896387,random-dag
96,2,41,57,95,0.03774092970521542,0.6899099179415463,5,3,False,-0.13902831460458742,-7,-0.00030755869315796103,random-dag
97,2,42,57,95,0.028702709153836967,0.6099048504139112,5,2,False,-0.022596168234144898,-6,-0.0009227353817242157,random-dag
98,2,43,57,95,0.023997493734335837,0.8638180235049299,5,5,False,0.13581466520125218,0,-0.00067340245218378,random-dag
99,2,44,57,95,0.014120121732903688,0.7413372569143419,4,3,False,-0.27092902023460397,0,0.0008234919770170879,random-dag
100,2,45,57,95,0.013703156701277005,0.8096162905295782,4,3,False,-0.7951971769437023,-5,0.004968800561047371,random-dag
101,2,46,57,95,0.08048096431555077,0.6546028192462773,5,4,False,-2.77196841347822,-9,0.0159710768103134,random-dag
102,2,47,57,95,0.12448830409356723,0.6570996664342403,5,4,False,-9.724402103018718,-1,0.06116884649493809,random-dag
103,2,48,57,95,0.05255400405776345,0.6075505586493792,5,2,False,-8.510442237559005,-6,0.04138730082930059,random-dag
104,2,49,57,95,0.04728487886382624,0.6537788378659648,4,3,False,-4.326465597400897,-21,0.012867873349644787,random-dag
105,2,50,57,95,0.02436299081035922,0.6720852556805497,4,3,False,-0.0007479756740451649,-2,-0.007207236186269228,random-dag
106,2,51,57,95,0.02613826232247285,0.8054529135304237,3,3,False,-1.268187888645656,-7,0.016839807983649424,random-dag
107,2,52,57,95,0.0290204678362573,0.6891533958360035,3,3,False,-5.384794298962248,-2,0.024451899827418522,random-dag
108,2,53,57,95,0.04880952380952383,0.6551805472701592,3,3,False,-8.56165712382122,-2,0.04980691101290469,random-dag
109,2,54,57,95,0.015841687552213872,0.8367344676328404,3,3,False,-2.1601939185967467,-12,0.017829498120289444,random-dag
110,2,55,57,95,0.024770258980785293,0.7025850283092033,3,2,False,0.23657719941502364,-8,-0.01048996233777788,random-dag
111,2,56,57,95,0.02653508771929823,0.585370681176597,3,2,False,-7.343663707645078,1,0.036293066346069935,random-dag
112,2,57,57,95,0.02872657835063849,0.7135735194320681,3,3,False,-1.114788602394043,-18,0.016869537157880254,random-dag
113,2,58,57,95,0.06294605561522855,0.7835911726965885,6,4,False,-4.667577389074694,-5,0.03345693543336958,random-dag
114,2,59,57,95,0.027682300990571656,0.6372469258342939,4,2,False,-1.8810972160366646,-15,0.02245289148421853,random-dag
115,2,60,57,95,0.054955841985917186,0.7265732655440248,4,3,False,-8.268939217772129,-13,0.05765327575376311,random-dag
116,2,61,57,95,0.04626148705096072,0.6753793898324807,6,3,False,2.0637581539368455,0,-0.020599295877527457,random-dag
117,2,62,57,95,0.03383757011576559,0.7121104311634409,6,3,False,-2.9458268526745144,-7,0.021229474403810233,random-dag
118,2,63,57,95,0.046759756534192606,0.7126688868529953,6,3,False,-2.1869728945710847,-13,0.019686181465610797,random-dag
119,2,64,57,95,0.05390708915145005,0.5841658908642147,6,2,False,-5.722844763849082,0,0.028012471640027903,random-dag
120,2,65,57,95,0.05661027568922306,0.6200230444995491,6,2,False,-14.961271333137574,-3,0.07705548843821397,random-dag
121,2,66,57,95,0.015145005370569287,0.7390316490593837,3,2,False,-2.601942120211021,-16,0.02566785726462656,random-dag
122,2,67,57,95,0.021198830409356724,0.6634535885667462,3,2,False,0.23850188604410505,-5,-0.005768990412200914,random-dag
123,2,68,57,95,0.05553467000835422,0.7349806317306922,4,3,False,-9.515039399201328,-10,0.05188996408918983,random-dag
124,2,69,57,95,0.03977652464494569,0.7160058702179527,4,2,False,-12.031910553924007,-13,0.06052802261340806,random-dag
125,2,70,57,95,0.043149540517961556,0.6762662708263919,4,2,False,-12.607810116493852,-11,0.059394444415691416,random-dag
126,2,71,57,95,0.03165204678362572,0.6045202993073858,3,2,False,-9.707657238079236,-5,0.037490142960524775,random-dag
127,2,72,57,95,0.02968880534670008,0.6904765306118134,3,2,False,-2.5245291037127515,-7,0.005331865109975353,random-dag
128,2,73,57,95,0.02307852965747702,0.6952487536147869,5,2,False,-0.2724280153550467,-3,-0.0016411098992517026,random-dag
129,2,74,57,95,0.030254206945936266,0.6362875849413663,5,3,False,-0.021398565008666992,-1,0.0038507141056006167,random-dag
130,2,75,57,95,0.04138620360424872,0.6899369741865935,5,3,False,2.1595156702000793,-12,-0.002308495463647975,random-dag
131,2,76,57,95,0.04388202649480846,0.5874626665904298,4,2,False,7.116448499952156,-5,-0.042206336937263556,random-dag
132,2,77,57,95,0.04974937343358396,0.6639166261337839,4,3,False,-1.3657947818887237,-4,0.014442340675833054,random-dag
133,2,78,57,95,0.04072681704260651,0.7022362943433721,4,2,False,-17.27422490618602,-18,0.0878756582158721,random-dag
134,2,79,57,95,0.026191968015276287,0.7646155341948426,4,3,False,0.18630490792466503,-4,-0.0007906077624084129,random-dag
135,2,80,57,95,0.025052213868003333,0.681704641879589,2,2,False,-0.9758814078233513,-25,0.0016147321183233032,random-dag
136,2,81,57,95,0.01984126984126984,0.7341525341841472,2,2,False,2.7594018425008358,-16,-0.01664136464378624,random-dag
137,2,82,57,95,0.03132832080200502,0.6796130440607795,2,2,False,-10.6500637302899,-21,0.05589663854674898,random-dag
138,2,83,57,95,0.02747046186895811,0.7453571878671152,3,2,False,-0.4041064221940758,3,0.0009132388322758422,random-dag
139,2,84,57,95,0.042743764172335594,0.719288214246552,3,2,False,-20.774087780080606,-9,0.09676690549827494,random-dag
140,2,85,57,95,0.03343030194533954,0.6108633600163305,3,3,False,0.85513351033822,-14,-0.006222370374144248,random-dag
141,2,86,57,95,0.030665950590762624,0.6254319767788432,2,2,False,-4.383834361726684,2,0.014031133393528572,random-dag
142,2,87,57,95,0.027950829454588856,0.7750869460596566,3,2,False,-0.9755359782091375,-6,0.00168493848990392,random-dag
143,2,88,57,95,0.03504147272944265,0.7102065257639577,3,3,False,0.255846611588737,-20,0.005159491714125608,random-dag
144,2,89,57,95,0.032383040935672514,0.6506380866780244,2,2,False,-7.117166156723442,-9,0.030101663316236593,random-dag
145,2,90,57,95,0.016066953097028283,0.6572502824551365,2,2,False,0.22267036246805105,-5,-0.005447923311849956,random-dag
146,2,91,57,95,0.02118987946055615,0.8508920844778033,3,2,False,-1.4863642087584878,-6,-0.003309243182017363,random-dag
147,2,92,57,95,0.03296634443250984,0.6459098350099908,2,2,False,-16.605125851868735,-15,0.07617441628467192,random-dag
148,2,93,57,95,0.022902494331065757,0.6948056018976491,2,2,False,-4.198629491283754,-15,0.006438588500317588,random-dag
149,2,94,57,95,0.027455543620957153,0.6655158696152079,2,2,False,-7.212263081383924,-5,0.03011350707423871,random-dag
150,3,0,65,106,0.009967948717948722,0.9091186103745933,8,5,False,0.007098568364398261,0,-6.544336155300812e-05,random-dag
151,3,1,65,106,0.013822115384615388,0.8409542529458705,9,5,False,1.6455414433376632,9,-0.001974590379469121,random-dag
152,3,2,65,106,0.010264423076923077,0.8124577402879186,5,5,False,0.13720998675935903,3,-0.0013601752885350482,random-dag
153,3,3,65,106,0.003285256410256411,0.8412957497049512,5,5,False,0.0024665500828291442,4,-0.0004535617611130527,random-dag
154,3,4,65,106,0.023237179487179488,0.7731205964286357,5,5,False,0.5180343485706942,-2,-0.0013250810247382172,random-dag
155,3,5,65,106,0.030384615384615385,0.738365974446683,8,5,False,0.9440914976938473,8,-0.002694239503966689,random-dag
156,3,6,65,106,0.01753205128205129,0.8364830815123577,8,5,False,0.34241043312073316,4,-0.0013380381840772948,random-dag
157,3,7,65,106,0.04477964743589742,0.7699834611214494,9,8,False,-0.6803362349648694,14,0.0034503354677726805,random-dag
158,3,8,65,106,0.05238209706959706,0.7153443512817186,8,4,False,0.19096841276021337,10,-0.0004487535051497793,random-dag
159,3,9,65,106,0.0540224358974359,0.6900761403410045,8,4,False,1.9356103201624535,11,-0.0031037874817783084,random-dag
160,3,10,65,106,0.07778674450549453,0.696892138013287,8,4,False,1.76134871993915,4,-0.0040464067002563,random-dag
161,3,11,65,106,0.033381410256410254,0.7709647319586399,8,2,False,-0.3708178370679036,0,0.000675632259023895,random-dag
162,3,12,65,106,0.01295673076923077,0.7957697548876326,5,5,False,0.5063118033207559,4,-0.0001751140434620435,random-dag
163,3,13,65,106,0.020969551282051285,0.8012715206529549,9,5,False,3.38066880702479,8,-0.006977606992782548,random-dag
164,3,14,65,106,0.05197916666666667,0.7425855019899408,5,2,False,-4.936688486444353,16,0.020629520364285947,random-dag
165,3,15,65,106,0.024419070512820513,0.7108489428778214,9,5,False,0.5758882170548247,6,0.0009401498210733217,random-dag
166,3,16,65,106,0.04336939102564104,0.767943806327767,5,5,False,1.5350676941938275,5,-0.0020878912650825754,random-dag
167,3,17,65,106,0.038613782051282054,0.8167850920854246,9,5,False,0.13118558934479552,13,-0.0007097561879084724,random-dag
168,3,18,65,106,0.03085050366300367,0.8489808438903307,9,4,False,-0.03069221068383854,11,-0.000560028264924961,random-dag
169,3,19,65,106,0.04277701465201466,0.7030265750992515,9,2,False,-0.528684064070319,10,0.0016825935564320216,random-dag
170,3,20,65,106,0.06304086538461537,0.7138044986988243,9,3,False,-4.959806680540424,20,0.024215956277931633,random-dag
171,3,21,65,106,0.04405505952380953,0.75311183550078,9,2,False,1.4168948828244936,5,-0.000951217067491017,random-dag
172,3,22,65,106,0.03864983974358974,0.8396182881129685,5,5,False,2.607644032700108,7,-0.007443352582738372,random-dag
173,3,23,65,106,0.03599759615384615,0.7367570501444571,5,3,False,-0.3866969498029107,6,-0.003440298690503829,random-dag
174,3,24,65,106,0.04506810897435898,0.732814127410889,5,3,False,3.2666093437060795,8,-0.012315825160496174,random-dag
175,3,25,65,106,0.057628205128205136,0.7107073220377532,5,2,False,-18.81424415949553,11,0.07792406992178183,random-dag
176,3,26,65,106,0.04513621794871796,0.7051851048771842,5,5,False,1.8625025463268798,5,-0.0033208139067264497,random-dag
177,3,27,65,106,0.03482543498168497,0.7307453195022061,5,3,False,0.29371885925542074,10,-0.0023632529340241737,random-dag
178,3,28,65,106,0.04169299450549453,0.717570866369429,7,5,False,-0.009114393842367008,14,-0.0021217540857630945,random-dag
179,3,29,65,106,0.026027930402930406,0.7097441649411456,5,3,False,-0.6114518306224568,-15,-0.002556813241643141,random-dag
180,3,30,65,106,0.016254006410256414,0.8031509706063849,5,4,False,-0.036263548782017097,2,-0.0010791988207296543,random-dag
181,3,31,65,106,0.06293097527472527,0.6960495282907208,5,4,False,1.7200193819131755,5,-0.0037533946304274535,random-dag
182,3,32,65,106,0.037383814102564104,0.732469589978713,4,3,False,2.804891301188462,19,-0.005384980297624797,random-dag
183,3,33,65,106,0.05667124542124542,0.7663653731777152,4,4,False,1.9132673265568485,7,-0.0036952083359002574,random-dag
184,3,34,65,106,0.05995020604395605,0.8271158655989845,6,4,False,1.2584658112979241,14,-0.0034526057312807,random-dag
185,3,35,65,106,0.023815819597069597,0.711690448155395,3,3,False,0.964764439299131,15,-0.0022894414087024084,random-dag
186,3,36,65,106,0.02537889194139194,0.7866811647933342,4,3,False,0.692104153420388,10,-0.0037422975272220493,random-dag
187,3,37,65,106,0.03300022893772894,0.6919374712108033,3,3,False,0.5299570290119391,6,-0.0002941346432276948,random-dag
188,3,38,65,106,0.04135416666666667,0.7263450338632934,7,3,False,0.348940593154623,10,-0.005407878956601553,random-dag
189,3,39,65,106,0.021704441391941394,0.7100848259647943,3,3,False,0.4177953271227466,2,-0.005511488576882662,random-dag
190,3,40,65,106,0.044055059523809524,0.7846467024826549,7,4,False,0.4115030277269227,5,-0.0031075984399783763,random-dag
191,3,41,65,106,0.040100732600732596,0.741975331694603,7,3,False,1.1813682658202538,6,-0.005792490526432215,random-dag
192,3,42,65,106,0.05015682234432234,0.8315942386550021,7,5,False,1.0834386458304266,8,-0.004696865183949683,random-dag
193,3,43,65,106,0.035200892857142854,0.7425597382763245,7,3,False,-0.2252711390936497,9,-0.0014844695625895743,random-dag
194,3,44,65,106,0.027195512820512826,0.8016003480478266,7,2,False,0.16720849394926063,-1,-0.006499265071949145,random-dag
195,3,45,65,106,0.03190304487179487,0.7093366138929063,4,2,False,1.3445005037777378,14,-0.006646309068296941,random-dag
196,3,46,65,106,0.04300137362637362,0.7173465185673815,4,3,False,0.06211262450688082,15,0.00019844165673010838,random-dag
197,3,47,65,106,0.044135187728937736,0.6951954777733933,4,3,False,1.7103396360512022,8,-0.006827140565914491,random-dag
198,3,48,65,106,0.039564445970695965,0.7439224554732086,3,3,False,0.3779849190254936,8,0.00014330858712469086,random-dag
199,3,49,65,106,0.07250801282051282,0.6944986412367206,4,3,False,-10.649545022230683,7,0.04226518872140167,random-dag
200,3,50,65,106,0.03391483516483517,0.7956731523654643,6,4,False,2.40244064313589,10,-0.010397538147803476,random-dag
201,3,51,65,106,0.021411973443223438,0.7292141139292011,4,3,False,0.2876098374197511,-1,-0.0037452724377877167,random-dag
202,3,52,65,106,0.04043269230769231,0.7662267651224617,5,3,False,0.1450903843784772,10,-0.0011716725389256943,random-dag
203,3,53,65,106,0.032311126373626375,0.7468531523757665,3,2,False,-10.395863717727337,14,0.03964381671121936,random-dag
204,3,54,65,106,0.020689102564102564,0.7623097703235555,5,3,False,0.9960632934932221,8,-0.006325951522480333,random-dag
205,3,55,65,106,0.043838141025641014,0.6792807319809456,5,3,False,5.320649401352483,12,-0.020203414765411154,random-dag
206,3,56,65,106,0.05841002747252746,0.6433680473648211,5,5,False,2.909592793026661,15,-0.01413594029305143,random-dag
207,3,57,65,106,0.014667467948717957,0.8302982462104624,3,3,False,0.6782007386008218,10,-0.0010057822590125443,random-dag
208,3,58,65,106,0.07097298534798535,0.6487821413301896,6,3,False,1.194338574287059,14,0.001623486044011635,random-dag
209,3,59,65,106,0.0494911858974359,0.6581808530820091,6,4,False,2.104328593622512,14,-0.006899722508411754,random-dag
210,3,60,65,106,0.05786916208791211,0.7266436734449747,6,2,False,-5.0192622498192065,-15,0.018103141340835793,random-dag
211,3,61,65,106,0.05943509615384616,0.6743460680759309,6,2,False,-10.874915601113912,5,0.046921798400986425,random-dag
212,3,62,65,106,0.05911000457875457,0.6370362585358136,4,3,False,-0.6867550670267519,13,-0.0014831840678076191,random-dag
213,3,63,65,106,0.035741185897435905,0.7148065722462718,3,3,False,4.816284274098564,17,-0.022158087037804197,random-dag
214,3,64,65,106,0.04350045787545787,0.7648716261830149,5,3,False,-0.7065147249363122,11,0.003457997752685571,random-dag
215,3,65,65,106,0.024672046703296705,0.8248584249324982,5,3,False,-0.14142631588885024,10,-0.0009847025369997264,random-dag
216,3,66,65,106,0.06210851648351647,0.6653958853275282,5,4,False,2.366596188194677,11,-0.01012593202194878,random-dag
217,3,67,65,106,0.03620249542124543,0.7927079330284289,5,2,False,0.6669629288720955,-2,-0.003801781090652434,random-dag
218,3,68,65,106,0.03193223443223443,0.7339663278781385,4,3,False,0.6964595035528305,19,-0.0036308144567649414,random-dag
219,3,69,65,106,0.031769688644688654,0.757971016977031,3,2,False,-8.918476440704097,10,0.03322890381247673,random-dag
220,3,70,65,106,0.016394230769230776,0.7620948749783673,4,2,False,0.1893249040328726,4,-0.003200498581679978,random-dag
221,3,71,65,106,0.036305517399267406,0.7428980509865016,4,3,False,-1.7777122850927185,13,0.004643639339674099,random-dag
222,3,72,65,106,0.020817307692307697,0.7919341632251312,3,2,False,-0.4309806049843701,8,0.0005662026311605284,random-dag
223,3,73,65,106,0.014415636446886449,0.7907243730596347,3,2,False,0.11284127024671875,8,-0.0023672181744894827,random-dag
224,3,74,65,106,0.02661458333333333,0.8462836335111944,4,2,False,-0.6312420451408229,12,6.595450763852151e-05,random-dag
225,3,75,65,106,0.04364640567765569,0.7391907271356285,4,4,False,2.0071729037157127,14,-0.009814926987392836,random-dag
226,3,76,65,106,0.053297847985347986,0.6760545140763462,4,2,False,-7.404558350800471,3,0.028784069520076866,random-dag
227,3,77,65,106,0.024175251831501827,0.7265539257210066,4,2,False,0.11824679578182895,5,-0.001863933202327639,random-dag
228,3,78,65,106,0.03367387820512821,0.8466645600815251,4,3,False,-1.3817929208926785,3,0.006220763310752275,random-dag
