,graph_id,u,v,label
303,0,39,103,0
304,0,40,56,0
305,0,41,42,0
306,0,41,43,0
307,0,42,51,0
308,0,42,56,0
309,0,42,79,0
310,0,42,90,0
311,0,43,44,0
312,0,43,48,0
313,0,43,59,0
314,0,43,63,0
315,0,43,66,0
316,0,43,70,0
317,0,43,80,0
318,0,43,81,0
319,0,43,83,0
320,0,43,98,0
321,0,43,99,0
322,0,43,100,0
323,0,44,45,0
324,0,44,50,0
325,0,44,102,0
326,0,45,52,0
327,0,45,73,0
328,0,46,104,0
329,0,47,48,0
330,0,47,49,0
331,0,48,50,0
332,0,48,76,0
333,0,48,88,0
334,0,48,104,0
335,0,49,51,0
336,0,49,59,0
337,0,49,68,0
338,0,50,51,0
339,0,50,52,0
340,0,50,53,0
341,0,50,54,0
342,0,50,78,0
343,0,50,102,0
344,0,50,104,0
345,0,51,54,0
346,0,51,57,0
347,0,51,59,0
348,0,51,66,0
349,0,51,67,0
350,0,51,68,0
351,0,51,101,0
352,0,51,106,0
353,0,52,56,0
354,0,53,54,0
355,0,53,73,0
356,0,53,89,0
357,0,53,102,0
358,0,54,68,0
359,0,54,70,0
360,0,54,72,0
361,0,54,75,0
362,0,54,78,0
363,0,55,70,0
364,0,57,75,0
365,0,59,65,0
366,0,59,70,0
367,0,59,71,0
368,0,59,72,0
369,0,59,104,0
370,0,60,71,0
371,0,60,76,0
372,0,60,101,0
373,0,61,104,0
374,0,62,71,0
375,0,63,64,0
376,0,63,65,0
377,0,65,84,0
378,0,65,87,0
379,0,65,103,0
380,0,66,72,0
381,0,66,75,0
382,0,66,102,0
383,0,67,76,0
384,0,67,87,0
385,0,68,70,0
386,0,68,73,0
387,0,68,75,0
388,0,68,84,0
389,0,70,75,0
390,0,70,87,0
391,0,70,102,0
392,0,70,105,0
393,0,71,73,0
394,0,72,80,0
395,0,72,105,0
396,0,73,76,0
397,0,73,103,0
398,0,75,76,0
399,0,75,77,0
400,0,76,80,0
401,0,76,92,0
402,0,76,106,0
403,0,78,79,0
404,0,79,81,0
405,0,79,83,0
406,0,79,109,0
407,0,79,110,0
408,0,80,81,0
409,0,80,106,0
410,0,81,94,0
411,0,81,98,0
412,0,81,104,0
413,0,83,87,0
414,0,84,104,0
415,0,88,106,0
416,0,89,92,0
417,0,89,99,0
418,0,92,95,0
419,0,92,96,0
420,0,96,106,0
421,0,100,110,0
422,0,103,104,0
423,0,104,105,0
424,0,105,108,0
425,1,0,1,0
426,1,0,18,0
427,1,0,26,0
428,1,0,28,0
429,1,0,72,0
430,1,0,6,0
431,1,0,5,0
432,1,0,29,0
433,1,0,45,0
434,1,0,47,0
435,1,0,55,0
436,1,0,59,0
437,1,0,63,0
438,1,0,71,0
439,1,0,73,0
440,1,1,2,0
441,1,1,30,0
442,1,2,4,0
443,1,2,6,0
444,1,2,20,0
445,1,2,38,0
446,1,2,69,0
447,1,2,17,0
448,1,2,71,0
449,1,2,18,0
450,1,2,14,0
451,1,2,63,0
452,1,2,26,0
453,1,2,22,0
454,1,2,72,0
455,1,2,59,0
456,1,2,3,0
457,1,2,24,0
458,1,2,29,0
459,1,2,32,0
460,1,2,45,0
461,1,2,47,0
462,1,2,55,0
463,1,2,58,0
464,1,2,73,0
465,1,3,4,0
466,1,3,16,0
467,1,3,43,0
468,1,3,44,0
469,1,3,17,0
470,1,3,61,0
471,1,3,73,0
472,1,3,26,0
473,1,3,65,0
474,1,3,59,0
475,1,3,10,0
476,1,3,22,0
477,1,3,34,0
478,1,4,6,0
479,1,4,25,0
480,1,5,11,0
481,1,5,10,0
482,1,6,7,0
483,1,6,28,0
484,1,6,8,0
485,1,6,10,0
486,1,6,11,0
487,1,6,29,0
488,1,6,53,0
489,1,7,10,0
490,1,7,14,0
491,1,7,22,0
492,1,7,57,0
493,1,8,15,0
494,1,8,51,0
495,1,8,62,0
496,1,8,67,0
497,1,8,27,0
498,1,8,9,0
499,1,9,13,0
500,1,9,27,0
501,1,9,60,0
502,1,9,64,0
503,1,9,70,0
504,1,9,28,0
505,1,9,74,0
506,1,10,17,0
507,1,10,19,0
508,1,10,33,0
509,1,10,59,0
510,1,10,68,0
511,1,10,72,0
512,1,10,63,0
513,1,10,60,0
514,1,10,22,0
515,1,10,21,0
516,1,10,57,0
517,1,10,64,0
518,1,10,29,0
519,1,10,70,0
520,1,11,15,0
521,1,11,39,0
522,1,11,41,0
523,1,11,56,0
524,1,11,22,0
525,1,11,21,0
526,1,11,42,0
527,1,12,13,0
528,1,13,19,0
529,1,13,62,0
530,1,13,67,0
531,1,13,15,0
532,1,13,51,0
533,1,13,68,0
534,1,14,17,0
535,1,14,23,0
536,1,14,69,0
537,1,15,20,0
538,1,15,28,0
539,1,15,30,0
540,1,15,74,0
541,1,16,36,0
542,1,17,21,0
543,1,17,31,0
544,1,17,57,0
545,1,17,60,0
546,1,17,64,0
547,1,17,70,0
548,1,18,29,0
549,1,18,30,0
550,1,18,47,0
551,1,18,55,0
552,1,19,28,0
553,1,19,37,0
554,1,19,57,0
555,1,19,58,0
556,1,20,23,0
557,1,20,48,0
558,1,20,49,0
559,1,21,28,0
560,1,21,27,0
561,1,21,46,0
562,1,22,28,0
563,1,22,60,0
564,1,22,64,0
565,1,22,70,0
566,1,22,74,0
567,1,23,61,0
568,1,23,65,0
569,1,23,52,0
570,1,23,56,0
571,1,23,58,0
572,1,23,68,0
573,1,23,74,0
574,1,24,27,0
575,1,24,50,0
576,1,25,65,0
577,1,25,59,0
578,1,25,27,0
579,1,25,53,0
580,1,26,29,0
581,1,26,30,0
582,1,26,47,0
583,1,26,55,0
584,1,27,62,0
585,1,27,28,0
586,1,28,35,0
587,1,28,40,0
588,1,28,51,0
589,1,28,62,0
590,1,28,67,0
591,1,28,68,0
592,1,29,66,0
593,1,29,59,0
594,1,29,54,0
595,1,30,67,0
596,1,30,51,0
597,1,30,71,0
598,1,31,69,0
599,1,51,74,0
600,1,54,59,0
601,1,59,66,0
602,1,60,62,0
603,1,62,64,0
604,1,62,70,0
605,1,67,74,0
606,2,0,1,0
607,2,1,2,0
608,2,1,3,0
609,2,1,4,0
610,2,1,5,0
611,2,1,6,0
612,2,2,50,0
613,2,3,24,0
614,2,3,60,0
615,2,3,61,0
616,2,3,62,0
617,2,3,63,0
618,2,3,64,0
619,2,3,65,0
620,2,3,66,0
621,2,3,50,0
622,2,3,6,0
623,2,3,67,0
624,2,3,53,0
625,2,5,50,0
626,2,5,189,0
627,2,6,50,0
628,2,6,66,0
629,2,7,8,0
630,2,8,91,0
631,2,8,279,0
632,2,8,326,0
633,2,9,10,0
634,2,10,199,0
635,2,10,133,0
636,2,10,200,0
637,2,10,201,0
638,2,10,202,0
639,2,10,203,0
640,2,10,204,0
641,2,10,205,0
642,2,10,131,0
643,2,11,12,0
644,2,11,13,0
645,2,11,14,0
646,2,12,19,0
647,2,14,43,0
648,2,14,112,0
649,2,14,139,0
650,2,14,277,0
651,2,14,342,0
652,2,14,344,0
653,2,15,16,0
654,2,16,212,0
655,2,16,213,0
656,2,16,37,0
657,2,17,18,0
658,2,18,77,0
659,2,18,57,0
660,2,18,78,0
661,2,18,79,0
662,2,18,80,0
663,2,18,64,0
664,2,18,81,0
665,2,18,82,0
666,2,18,83,0
667,2,18,84,0
668,2,18,29,0
669,2,18,70,0
670,2,19,337,0
671,2,19,258,0
672,2,19,300,0
673,2,20,21,0
674,2,20,22,0
675,2,21,215,0
676,2,21,216,0
677,2,21,217,0
678,2,21,42,0
679,2,21,218,0
680,2,21,219,0
681,2,21,120,0
682,2,21,160,0
683,2,21,189,0
684,2,21,197,0
685,2,22,24,0
686,2,22,94,0
687,2,22,150,0
688,2,22,151,0
689,2,22,153,0
690,2,22,155,0
691,2,23,24,0
692,2,24,133,0
693,2,24,134,0
694,2,24,135,0
695,2,24,136,0
696,2,24,44,0
697,2,25,26,0
698,2,26,237,0
699,2,26,238,0
700,2,26,239,0
701,2,26,145,0
702,2,26,132,0
703,2,26,215,0
704,2,26,220,0
705,2,27,28,0
706,2,28,283,0
707,2,28,204,0
708,2,28,55,0
709,2,30,31,0
710,2,30,32,0
711,2,30,33,0
712,2,30,34,0
713,2,30,35,0
714,2,33,341,0
715,2,35,49,0
716,2,35,106,0
717,2,35,160,0
718,2,35,193,0
719,2,35,206,0
720,2,35,247,0
721,2,35,269,0
722,2,35,278,0
723,2,35,295,0
724,2,35,297,0
725,2,35,305,0
726,2,35,315,0
727,2,35,317,0
728,2,35,343,0
729,2,36,37,0
730,2,36,38,0
731,2,36,39,0
732,2,36,40,0
733,2,37,90,0
734,2,37,91,0
735,2,37,62,0
736,2,37,92,0
737,2,37,93,0
738,2,37,94,0
739,2,37,95,0
740,2,37,96,0
741,2,40,50,0
742,2,41,42,0
743,2,42,113,0
744,2,42,126,0
745,2,42,296,0
746,2,42,319,0
747,2,45,46,0
748,2,46,130,0
749,2,46,215,0
750,2,46,307,0
751,2,47,48,0
752,2,47,49,0
753,2,49,185,0
754,2,50,332,0
755,2,50,333,0
756,2,50,271,0
757,2,50,66,0
758,2,50,97,0
759,2,50,116,0
760,2,50,316,0
761,2,51,52,0
762,2,52,340,0
763,2,52,55,0
764,2,52,69,0
765,2,52,74,0
766,2,52,75,0
767,2,52,76,0
768,2,52,85,0
769,2,52,144,0
770,2,52,261,0
771,2,52,275,0
772,2,52,310,0
773,2,52,327,0
774,2,54,55,0
775,2,55,59,0
776,2,55,162,0
777,2,55,303,0
778,2,55,328,0
779,2,55,336,0
780,2,56,57,0
781,2,56,58,0
782,2,57,121,0
783,2,57,122,0
784,2,57,123,0
785,2,58,288,0
786,2,58,285,0
787,2,58,222,0
788,2,60,169,0
789,2,60,170,0
790,2,60,171,0
791,2,65,66,0
792,2,65,176,0
793,2,66,331,0
794,2,66,276,0
795,2,66,280,0
796,2,66,297,0
797,2,68,69,0
798,2,69,168,0
799,2,71,72,0
800,2,72,246,0
801,2,72,101,0
802,2,72,247,0
803,2,72,248,0
804,2,72,249,0
805,2,72,250,0
806,2,72,251,0
807,2,72,252,0
808,2,72,253,0
809,2,72,254,0
810,2,72,255,0
811,2,72,256,0
812,2,72,257,0
813,2,72,73,0
814,2,72,122,0
815,2,72,173,0
816,2,72,174,0
817,2,72,196,0
818,2,72,198,0
819,2,72,209,0
820,2,72,211,0
821,2,72,221,0
822,2,72,228,0
823,2,72,231,0
824,2,72,236,0
825,2,72,243,0
826,2,72,244,0
827,2,75,76,0
828,2,76,301,0
829,2,76,89,0
830,2,76,200,0
831,2,80,281,0
832,2,80,194,0
833,2,86,87,0
834,2,87,98,0
835,2,87,94,0
836,2,87,99,0
837,2,87,100,0
838,2,87,101,0
839,2,87,102,0
840,2,87,103,0
841,2,87,104,0
842,2,87,105,0
843,2,87,106,0
844,2,88,89,0
845,2,89,137,0
846,2,91,210,0
847,2,91,192,0
848,2,92,230,0
849,2,101,176,0
850,2,102,315,0
851,2,106,107,0
852,2,106,176,0
853,2,106,191,0
854,2,107,108,0
855,2,107,109,0
856,2,108,125,0
857,2,108,176,0
858,2,109,172,0
859,2,109,185,0
860,2,109,256,0
861,2,109,324,0
862,2,109,329,0
863,2,110,111,0
864,2,111,184,0
865,2,111,114,0
866,2,114,115,0
867,2,115,118,0
868,2,115,119,0
869,2,116,117,0
870,2,117,339,0
871,2,117,142,0
872,2,117,163,0
873,2,117,242,0
874,2,117,268,0
875,2,117,289,0
876,2,117,308,0
877,2,117,309,0
878,2,119,146,0
879,2,121,157,0
880,2,121,134,0
881,2,121,158,0
882,2,121,159,0
883,2,123,134,0
884,2,124,125,0
885,2,125,178,0
886,2,125,189,0
887,2,125,195,0
888,2,125,232,0
889,2,125,236,0
890,2,125,268,0
891,2,125,269,0
892,2,125,318,0
893,2,125,322,0
894,2,125,330,0
895,2,127,128,0
896,2,127,129,0
897,2,127,130,0
898,2,130,224,0
899,2,130,338,0
900,2,134,208,0
901,2,134,223,0
902,2,134,222,0
903,2,136,335,0
904,2,136,189,0
905,2,138,139,0
906,2,138,140,0
907,2,138,141,0
908,2,138,142,0
909,2,138,143,0
910,2,138,144,0
911,2,138,145,0
912,2,146,147,0
913,2,146,148,0
914,2,147,225,0
915,2,147,269,0
916,2,147,224,0
917,2,149,150,0
918,2,150,302,0
919,2,150,287,0
920,2,151,152,0
921,2,151,153,0
922,2,151,154,0
923,2,151,155,0
924,2,151,156,0
925,2,153,190,0
926,2,153,191,0
927,2,153,185,0
928,2,154,167,0
929,2,159,240,0
930,2,161,162,0
931,2,162,183,0
932,2,164,165,0
933,2,165,312,0
934,2,165,250,0
935,2,165,313,0
936,2,165,214,0
937,2,165,227,0
938,2,165,235,0
939,2,166,167,0
940,2,169,226,0
941,2,170,183,0
942,2,171,320,0
943,2,171,298,0
944,2,171,304,0
945,2,175,176,0
946,2,176,259,0
947,2,176,260,0
948,2,176,261,0
949,2,176,262,0
950,2,176,263,0
951,2,176,264,0
952,2,176,265,0
953,2,176,250,0
954,2,176,266,0
955,2,176,267,0
956,2,176,268,0
957,2,176,269,0
958,2,176,270,0
959,2,176,271,0
960,2,176,272,0
961,2,176,273,0
962,2,176,274,0
963,2,176,178,0
964,2,176,195,0
965,2,176,206,0
966,2,176,232,0
967,2,176,236,0
968,2,176,242,0
969,2,177,178,0
970,2,177,179,0
971,2,177,180,0
972,2,177,181,0
973,2,177,182,0
974,2,185,186,0
975,2,185,187,0
976,2,185,188,0
977,2,201,234,0
978,2,204,325,0
979,2,204,283,0
980,2,207,208,0
981,2,208,229,0
982,2,218,331,0
983,2,224,225,0
984,2,233,234,0
985,2,240,241,0
986,2,244,245,0
987,2,245,292,0
988,2,245,293,0
989,2,245,294,0
990,2,245,282,0
991,2,257,330,0
992,2,267,305,0
993,2,272,311,0
994,2,283,325,0
995,2,283,314,0
996,2,284,285,0
997,2,284,286,0
998,2,285,299,0
999,2,290,291,0
1000,2,291,307,0
1001,2,305,306,0
1002,2,307,323,0
1003,2,309,310,0
1004,2,321,322,0
1005,2,334,335,0
1006,3,0,25,0
1007,3,0,26,0
1008,3,0,27,0
1009,3,1,25,0
1010,3,1,28,0
1011,3,2,29,0
1012,3,2,25,0
1013,3,2,30,0
1014,3,3,25,0
1015,3,3,31,0
1016,3,3,32,0
1017,3,4,29,0
1018,3,4,25,0
1019,3,4,32,0
1020,3,5,25,0
1021,3,5,33,0
1022,3,5,34,0
1023,3,5,35,0
1024,3,6,33,0
1025,3,6,27,0
1026,3,6,34,0
1027,3,7,36,0
1028,3,7,33,0
1029,3,7,37,0
1030,3,7,34,0
1031,3,8,25,0
1032,3,8,38,0
1033,3,9,29,0
1034,3,9,25,0
1035,3,9,38,0
1036,3,10,33,0
1037,3,10,27,0
1038,3,11,25,0
1039,3,11,33,0
1040,3,11,26,0
1041,3,11,38,0
1042,3,12,29,0
1043,3,12,25,0
1044,3,12,33,0
1045,3,12,35,0
1046,3,12,28,0
1047,3,12,31,0
1048,3,12,30,0
1049,3,13,29,0
1050,3,13,25,0
1051,3,13,39,0
1052,3,13,31,0
1053,3,13,30,0
1054,3,14,29,0
1055,3,14,25,0
1056,3,14,39,0
1057,3,14,37,0
1058,3,14,32,0
1059,3,15,29,0
1060,3,15,25,0
1061,3,15,26,0
1062,3,15,35,0
1063,3,15,28,0
1064,3,15,30,0
1065,3,16,33,0
1066,3,16,38,0
1067,3,16,28,0
1068,3,16,31,0
1069,3,16,30,0
1070,3,17,36,0
1071,3,17,25,0
1072,3,17,33,0
1073,3,17,27,0
1074,3,17,38,0
1075,3,18,29,0
1076,3,18,25,0
1077,3,18,33,0
1078,3,18,35,0
1079,3,18,30,0
1080,3,19,25,0
1081,3,19,33,0
1082,3,19,37,0
1083,3,20,25,0
1084,3,20,37,0
1085,3,20,30,0
1086,3,21,29,0
1087,3,21,25,0
1088,3,21,39,0
1089,3,21,30,0
1090,3,22,36,0
1091,3,22,25,0
1092,3,22,33,0
1093,3,22,39,0
1094,3,22,30,0
1095,3,23,29,0
1096,3,23,25,0
1097,3,23,31,0
1098,3,24,29,0
1099,3,24,25,0
1100,3,24,28,0
1101,4,0,1,0
1102,4,0,2,0
1103,4,0,3,0
1104,4,0,4,0
1105,4,1,2,0
1106,4,2,30,0
1107,4,2,31,0
1108,4,2,4,0
1109,4,3,4,0
1110,4,3,5,0
1111,4,3,6,0
1112,4,4,26,0
1113,4,4,5,0
1114,4,4,7,0
1115,4,4,30,0
1116,4,4,41,0
1117,4,5,6,0
1118,4,5,7,0
1119,4,5,8,0
1120,4,5,9,0
1121,4,6,9,0
1122,4,7,18,0
1123,4,7,8,0
1124,4,7,17,0
1125,4,7,32,0
1126,4,7,33,0
1127,4,7,41,0
1128,4,8,9,0
1129,4,8,12,0
1130,4,8,16,0
1131,4,8,17,0
1132,4,9,12,0
1133,4,10,11,0
1134,4,10,12,0
1135,4,10,13,0
1136,4,10,14,0
1137,4,11,13,0
1138,4,11,15,0
1139,4,12,16,0
1140,4,13,15,0
1141,4,13,14,0
1142,4,13,37,0
1143,4,14,19,0
1144,4,14,16,0
1145,4,14,37,0
1146,4,15,39,0
1147,4,15,37,0
1148,4,16,17,0
1149,4,16,18,0
1150,4,16,19,0
1151,4,17,18,0
1152,4,18,35,0
1153,4,18,19,0
1154,4,18,32,0
1155,4,19,35,0
1156,4,19,37,0
1157,4,19,38,0
1158,4,20,21,0
1159,4,20,22,0
1160,4,20,23,0
1161,4,21,45,0
1162,4,21,22,0
1163,4,21,23,0
1164,4,21,46,0
1165,4,22,29,0
1166,4,22,46,0
1167,4,22,28,0
1168,4,24,25,0
1169,4,24,26,0
1170,4,25,29,0
1171,4,25,26,0
1172,4,25,44,0
1173,4,25,27,0
1174,4,26,44,0
1175,4,26,30,0
1176,4,26,41,0
1177,4,27,28,0
1178,4,27,29,0
1179,4,28,29,0
1180,4,29,44,0
1181,4,29,43,0
1182,4,30,31,0
1183,4,32,33,0
1184,4,32,34,0
1185,4,32,35,0
1186,4,32,36,0
1187,4,33,40,0
1188,4,33,41,0
1189,4,33,36,0
1190,4,34,48,0
1191,4,34,35,0
1192,4,34,36,0
1193,4,35,38,0
1194,4,35,48,0
1195,4,36,42,0
1196,4,37,38,0
1197,4,37,39,0
1198,4,38,48,0
1199,4,40,41,0
1200,4,40,42,0
1201,4,40,43,0
1202,4,41,43,0
1203,4,41,44,0
1204,4,42,43,0
1205,4,43,44,0
1206,4,45,46,0
1207,4,45,47,0
1208,5,0,1,0
1209,5,0,2,0
1210,5,1,10,0
1211,5,1,11,0
1212,5,1,17,0
1213,5,1,20,0
1214,5,1,36,0
1215,5,1,39,0
1216,5,1,40,0
1217,5,1,4,0
1218,5,1,50,0
1219,5,1,6,0
1220,5,1,7,0
1221,5,2,20,0
1222,5,2,43,0
1223,5,2,50,0
1224,5,2,56,0
1225,5,2,6,0
1226,5,2,10,0
1227,5,2,45,0
1228,5,2,5,0
1229,5,2,8,0
1230,5,3,9,0
1231,5,3,10,0
1232,5,3,13,0
1233,5,3,14,0
1234,5,3,15,0
1235,5,3,17,0
1236,5,3,5,0
1237,5,3,11,0
1238,5,3,12,0
1239,5,3,16,0
1240,5,3,4,0
1241,5,3,6,0
1242,5,3,7,0
1243,5,3,8,0
1244,5,4,11,0
1245,5,4,12,0
1246,5,4,19,0
1247,5,4,18,0
1248,5,4,20,0
1249,5,4,22,0
1250,5,4,21,0
1251,5,5,9,0
1252,5,5,10,0
1253,5,5,13,0
1254,5,5,14,0
1255,5,5,15,0
1256,5,5,17,0
1257,5,5,20,0
1258,5,5,34,0
1259,5,5,50,0
1260,5,5,6,0
1261,5,6,20,0
1262,5,6,33,0
1263,5,6,43,0
1264,5,6,50,0
1265,5,6,56,0
1266,5,6,12,0
1267,5,6,14,0
1268,5,6,15,0
1269,5,6,22,0
1270,5,6,25,0
1271,5,6,29,0
1272,5,6,38,0
1273,5,6,9,0
1274,5,6,10,0
1275,5,6,17,0
1276,5,6,18,0
1277,5,6,19,0
1278,5,6,27,0
1279,5,6,28,0
1280,5,6,30,0
1281,5,6,31,0
1282,5,6,32,0
1283,5,6,34,0
1284,5,6,35,0
1285,5,6,45,0
1286,5,7,11,0
1287,5,7,12,0
1288,5,7,36,0
1289,5,7,39,0
1290,5,7,40,0
1291,5,7,41,0
1292,5,7,44,0
1293,5,7,20,0
1294,5,7,33,0
1295,5,7,10,0
1296,5,7,18,0
1297,5,7,25,0
1298,5,8,17,0
1299,5,8,24,0
1300,5,8,42,0
1301,5,8,50,0
1302,5,8,55,0
1303,5,8,57,0
1304,5,9,10,0
1305,5,9,13,0
1306,5,9,14,0
1307,5,9,15,0
1308,5,10,13,0
1309,5,10,14,0
1310,5,10,15,0
1311,5,10,12,0
1312,5,10,17,0
1313,5,10,20,0
1314,5,10,25,0
1315,5,10,33,0
1316,5,10,45,0
1317,5,10,59,0
1318,5,11,12,0
1319,5,11,19,0
1320,5,11,39,0
1321,5,11,22,0
1322,5,11,24,0
1323,5,12,19,0
1324,5,12,25,0
1325,5,12,39,0
1326,5,12,44,0
1327,5,12,20,0
1328,5,12,22,0
1329,5,12,43,0
1330,5,12,45,0
1331,5,12,50,0
1332,5,12,17,0
1333,5,12,21,0
1334,5,13,14,0
1335,5,14,15,0
1336,5,14,29,0
1337,5,14,33,0
1338,5,14,38,0
1339,5,16,22,0
1340,5,16,24,0
1341,5,16,45,0
1342,5,16,48,0
1343,5,16,49,0
1344,5,16,50,0
1345,5,16,51,0
1346,5,16,46,0
1347,5,17,20,0
1348,5,17,24,0
1349,5,17,42,0
1350,5,17,43,0
1351,5,17,55,0
1352,5,17,57,0
1353,5,17,45,0
1354,5,17,50,0
1355,5,18,23,0
1356,5,18,24,0
1357,5,18,29,0
1358,5,18,35,0
1359,5,18,22,0
1360,5,18,25,0
